CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Location 1,Total Incidents
11/11/2016,22:30:00,7A,5600 CLEARSPRING RD,AUTO THEFT,O,,523,NORTHERN,Mid-Govans,"(39.3587000000, -76.6063800000)",1
11/11/2016,22:30:00,7A,2700 PELHAM AVE,AUTO THEFT,O,,432,NORTHEASTERN,Belair-Edison,"(39.3267100000, -76.5738300000)",1
11/11/2016,22:38:00,4C,1200 N ELLWOOD AVE,AGG. ASSAULT,I,OTHER,332,EASTERN,Berea,"(39.3053300000, -76.5741800000)",1
11/11/2016,22:38:00,4D,1200 N ELLWOOD AVE,AGG. ASSAULT,I,HANDS,332,EASTERN,Berea,"(39.3053300000, -76.5741800000)",1
11/11/2016,22:42:00,5A,5500 Bowleys Ln,BURGLARY,I,,443,NORTHEASTERN,Frankford,"(39.3188900000, -76.5515900000)",1
11/11/2016,23:00:00,7A,400 GRUNDY ST,AUTO THEFT,O,,231,SOUTHEASTERN,Highlandtown,"(39.2874200000, -76.5634300000)",1
11/11/2016,23:00:00,4E,2300 SIDNEY AVE,COMMON ASSAULT,I,HANDS,921,SOUTHERN,Westport,"(39.2624300000, -76.6333000000)",1
11/11/2016,23:20:00,4B,5400 BUCKNELL RD,AGG. ASSAULT,O,KNIFE,441,NORTHEASTERN,Cedonia,"(39.3317100000, -76.5337300000)",1
11/11/2016,23:28:00,3CK,600 E 33RD ST,ROBBERY - COMMERCIAL,I,KNIFE,513,NORTHERN,Better Waverly,"(39.3282900000, -76.6081300000)",1
11/11/2016,23:29:00,3AO,3300 LEVERTON AVE,ROBBERY - STREET,O,OTHER,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2919000000, -76.5701600000)",1
11/11/2016,23:29:00,4E,3300 LEVERTON AVE,COMMON ASSAULT,O,HANDS,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2919000000, -76.5701600000)",1
11/11/2016,23:40:00,6G,0 E CHASE ST,LARCENY,I,,141,CENTRAL,Mid-Town Belvedere,"(39.3024100000, -76.6158600000)",1
11/11/2016,23:44:00,4A,4600 LIBERTY HEIGHTS AVE,AGG. ASSAULT,O,FIREARM,622,NORTHWESTERN,Howard Park,"(39.3309600000, -76.6944700000)",1
11/11/2016,23:50:00,7A,300 WYMAN PARK DR,AUTO THEFT,O,,511,NORTHERN,Remington,"(39.3251400000, -76.6254900000)",1
11/10/2016,00:00:00,6E,2300 WILKENS AVE,LARCENY,O,,841,SOUTHWESTERN,Carrollton Ridge,"(39.2799100000, -76.6528500000)",1
11/10/2016,00:03:00,3P,RAVEN BL & SHERWOOD AV,ROBBERY - STREET,O,,414,NORTHEASTERN,Ramblewood,"(39.3639200000, -76.5867800000)",1
11/10/2016,00:23:00,5D,3500 DOLFIELD AVE,BURGLARY,I,,643,NORTHWESTERN,Ashburton,"(39.3345900000, -76.6741800000)",1
11/10/2016,01:00:00,7A,1500 MOUNTMOR CT,AUTO THEFT,O,,742,WESTERN,Sandtown-Winchester,"(39.3064500000, -76.6445000000)",1
11/10/2016,01:30:00,7A,5200 SAINT CHARLES AVE,AUTO THEFT,O,,623,NORTHWESTERN,Woodmere,"(39.3445700000, -76.6830000000)",1
11/10/2016,02:13:00,4E,300 E MADISON ST,COMMON ASSAULT,I,HANDS,312,EASTERN,Penn-Fallsway,"(39.2988300000, -76.6104200000)",1
11/10/2016,02:26:00,6G,1500 RUSSELL ST,LARCENY,I,,941,SOUTHERN,Carroll - Camden Industrial Area,"(39.2740800000, -76.6276900000)",1
11/10/2016,02:30:00,6D,1500 E FAIRMOUNT AVE,LARCENY FROM AUTO,O,,212,SOUTHEASTERN,Washington Hill,"(39.2926200000, -76.5964000000)",1
11/10/2016,03:00:00,6D,2900 CHELSEA TER,LARCENY FROM AUTO,O,,641,NORTHWESTERN,Windsor Hills,"(39.3202900000, -76.6818700000)",1
11/10/2016,03:30:00,7A,5900 GLENKIRK RD,AUTO THEFT,O,,414,NORTHEASTERN,Ramblewood,"(39.3644300000, -76.5893000000)",1
11/10/2016,03:39:00,6G,6500 EASTERN AVE,LARCENY,I,,242,SOUTHEASTERN,Pulaski Industrial Area,"(39.2877600000, -76.5357600000)",1
11/10/2016,03:41:00,3CF,5600 HARFORD RD,ROBBERY - COMMERCIAL,O,FIREARM,425,NORTHEASTERN,Glenham-Belhar,"(39.3534400000, -76.5604300000)",1
11/10/2016,04:00:00,6J,0 W NORTH AVE,LARCENY,I,,141,CENTRAL,Charles North,"(39.3109900000, -76.6168900000)",1
11/10/2016,05:30:00,5A,4100 FAIRHAVEN AVE,BURGLARY,I,,911,SOUTHERN,Curtis Bay,"(39.2281400000, -76.5903000000)",1
11/10/2016,06:05:00,7A,2900 WINDSOR AVE,AUTO THEFT,O,,811,SOUTHWESTERN,Walbrook,"(39.3123500000, -76.6667800000)",1
11/10/2016,06:30:00,5A,2600 EAGLE ST,BURGLARY,I,,841,SOUTHWESTERN,Millhill,"(39.2770600000, -76.6573400000)",1
11/10/2016,06:45:00,3AF,4900 ANNTANA AVE,ROBBERY - STREET,O,FIREARM,444,NORTHEASTERN,Frankford,"(39.3319300000, -76.5403800000)",1
11/10/2016,07:00:00,5A,1100 N LUZERNE AVE,BURGLARY,I,,323,EASTERN,Biddle Street,"(39.3041300000, -76.5811800000)",1
11/10/2016,07:30:00,7A,2200 N MONROE ST,AUTO THEFT,O,,731,WESTERN,Mondawmin,"(39.3133800000, -76.6484200000)",1
11/10/2016,07:40:00,5A,1200 BLOOMINGDALE RD,BURGLARY,I,,814,SOUTHWESTERN,Winchester,"(39.3018900000, -76.6655900000)",1
11/10/2016,07:45:00,7A,0 E 25TH ST,AUTO THEFT,O,,342,NORTHEASTERN,East Baltimore Midway,"(39.3172900000, -76.5981400000)",1
11/10/2016,08:00:00,6E,1300 N BOND ST,LARCENY,O,,343,EASTERN,Oliver,"(39.3053100000, -76.5966900000)",1
11/10/2016,08:00:00,5A,500 N KENWOOD AVE,BURGLARY,I,,221,SOUTHEASTERN,McElderry Park,"(39.2974300000, -76.5779900000)",1
11/10/2016,08:08:00,5A,4000 HILLCREST AVE,BURGLARY,I,,913,SOUTHERN,Brooklyn,"(39.2317000000, -76.6045800000)",1
11/10/2016,08:20:00,6D,MARTIN LUTHER KING JR BL & MCCULLOH ST,LARCENY FROM AUTO,O,,132,CENTRAL,Upton,"(39.2991100000, -76.6235000000)",1
11/10/2016,09:00:00,6D,600 STIRLING ST,LARCENY FROM AUTO,O,,312,EASTERN,Oldtown,"(39.2972700000, -76.6037900000)",1
11/10/2016,09:00:00,6G,600 N WOLFE ST,LARCENY,I,,321,EASTERN,Dunbar-Broadway,"(39.2975900000, -76.5908000000)",1
11/10/2016,09:00:00,6D,6200 FALKIRK RD,LARCENY FROM AUTO,O,,414,NORTHEASTERN,Idlewood,"(39.3701500000, -76.5888800000)",1
11/10/2016,09:45:00,6C,1700 PENNSYLVANIA AVE,LARCENY,O,,123,CENTRAL,Upton,"(39.3040000000, -76.6352700000)",1
11/10/2016,10:00:00,6D,500 N CASTLE ST,LARCENY FROM AUTO,O,,213,SOUTHEASTERN,Fells Point,"(39.2857200000, -76.5878900000)",1
11/10/2016,10:00:00,5A,5600 MIDWOOD AVE,BURGLARY,I,,523,NORTHERN,Cameron Village,"(39.3585800000, -76.6006100000)",1
11/10/2016,10:00:00,5A,1100 N LUZERNE AVE,BURGLARY,I,,323,EASTERN,Biddle Street,"(39.3041300000, -76.5811800000)",1
11/10/2016,10:07:00,7A,2800 WINDSOR AVE,AUTO THEFT,O,,731,WESTERN,Panway/Braddish Avenue,"(39.3123500000, -76.6652800000)",1
11/10/2016,10:18:00,6E,200 N CAREY ST,LARCENY,O,,712,WESTERN,Poppleton,"(39.2919300000, -76.6382800000)",1
11/10/2016,10:30:00,6C,5000 FREDERICK AVE,LARCENY,I,,823,SOUTHWESTERN,Ten Hills,"(39.2813500000, -76.6978800000)",1
11/10/2016,10:45:00,7A,1700 N CASTLE ST,AUTO THEFT,O,,331,EASTERN,Broadway East,"(39.3101300000, -76.5893400000)",1
11/10/2016,11:07:00,5A,1400 MONTPELIER ST,BURGLARY,I,,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3222400000, -76.5990700000)",1
11/10/2016,11:30:00,7A,5700 ONNEN RD,AUTO THEFT,O,,444,NORTHEASTERN,Frankford,"(39.3400800000, -76.5374900000)",1
11/10/2016,11:30:00,6D,1700 LAURENS ST,LARCENY FROM AUTO,O,,743,WESTERN,Sandtown-Winchester,"(39.3031300000, -76.6448500000)",1
11/10/2016,12:00:00,6G,3600 MALDEN AVE,LARCENY,I,,533,NORTHERN,Woodberry,"(39.3325500000, -76.6510700000)",1
11/10/2016,12:30:00,3B,AV & HOLABIRD AV,ROBBERY - STREET,O,,243,SOUTHEASTERN,Graceland Park,"(39.2725300000, -76.5311600000)",1
11/10/2016,13:00:00,6G,1500 BELT ST,LARCENY,I,,943,SOUTHERN,Riverside,"(39.2724800000, -76.6058300000)",1
11/10/2016,13:00:00,5A,3400 RAVENWOOD AVE,BURGLARY,I,,434,NORTHEASTERN,Four By Four,"(39.3153100000, -76.5755500000)",1
11/10/2016,13:20:00,4C,COLD SPRING LN & HILLEN RD,AGG. ASSAULT,O,OTHER,421,NORTHEASTERN,Morgan State University,"(39.3457800000, -76.5861900000)",1
11/10/2016,13:20:00,5A,2100 JEFFERSON ST,BURGLARY,I,,321,EASTERN,CARE,"(39.2965100000, -76.5869600000)",1
11/10/2016,13:30:00,5A,100 N STREEPER ST,BURGLARY,I,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2943100000, -76.5770000000)",1
11/10/2016,14:00:00,7A,PY & CRANSTON AV,AUTO THEFT,O,,844,SOUTHWESTERN,Edmondson Village,"(39.2963000000, -76.6839700000)",1
11/10/2016,14:00:00,3B,400 N CLINTON ST,ROBBERY - STREET,O,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2961000000, -76.5706100000)",1
11/10/2016,14:00:00,6D,3900 BROOKLYN AVE,LARCENY FROM AUTO,I,,913,SOUTHERN,Brooklyn,"(39.2323200000, -76.6024100000)",1
11/10/2016,14:00:00,6J,4600 MARX AVE,LARCENY,O,,443,NORTHEASTERN,Frankford,"(39.3291600000, -76.5544800000)",1
11/10/2016,14:01:00,6D,2500 BELAIR RD,LARCENY FROM AUTO,O,,431,NORTHEASTERN,Clifton Park,"(39.3181300000, -76.5777300000)",1
11/10/2016,14:15:00,6D,300 W CENTRE ST,LARCENY FROM AUTO,O,,142,CENTRAL,Mount Vernon,"(39.2963200000, -76.6200200000)",1
11/10/2016,14:30:00,4E,3200 KENTUCKY AVE,COMMON ASSAULT,I,HANDS,432,NORTHEASTERN,Belair-Edison,"(39.3223200000, -76.5687000000)",1
11/10/2016,14:30:00,6C,6500 REISTERSTOWN RD,LARCENY,I,,631,NORTHWESTERN,Reisterstown Station,"(39.3563800000, -76.7028400000)",1
11/10/2016,14:30:00,5A,600 ARCHER ST,BURGLARY,I,,932,SOUTHERN,Washington Village/Pigtown,"(39.2818400000, -76.6300000000)",1
11/10/2016,14:30:00,4E,600 ARCHER ST,COMMON ASSAULT,I,HANDS,932,SOUTHERN,Washington Village/Pigtown,"(39.2818400000, -76.6300000000)",1
11/10/2016,14:35:00,4C,800 GRETNA CT,AGG. ASSAULT,I,OTHER,913,SOUTHERN,Brooklyn,"(39.2302500000, -76.6003800000)",1
11/10/2016,14:42:00,3JF,2200 ASHBURTON ST,ROBBERY - RESIDENCE,I,FIREARM,731,WESTERN,Panway/Braddish Avenue,"(39.3128300000, -76.6624300000)",1
11/10/2016,14:54:00,5B,0 N POTOMAC ST,BURGLARY,I,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2927100000, -76.5748300000)",1
11/10/2016,14:54:00,5A,0 N POTOMAC ST,BURGLARY,I,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2927100000, -76.5748300000)",1
11/10/2016,15:00:00,6E,4600 FRANKFORD AVE,LARCENY,O,,444,NORTHEASTERN,Frankford,"(39.3333900000, -76.5472600000)",1
11/10/2016,15:30:00,5A,4000 HILTON RD,BURGLARY,I,,643,NORTHWESTERN,East Arlington,"(39.3316400000, -76.6676700000)",1
11/10/2016,16:00:00,6D,300 S CLINTON ST,LARCENY FROM AUTO,O,,231,SOUTHEASTERN,Highlandtown,"(39.2883800000, -76.5701200000)",1
11/10/2016,16:00:00,3AF,PRATT ST & S PRESIDENT ST,ROBBERY - STREET,O,FIREARM,211,SOUTHEASTERN,Inner Harbor,"(39.2869500000, -76.6042000000)",1
11/10/2016,16:00:00,5A,3900 WABASH AVE,BURGLARY,O,,643,NORTHWESTERN,East Arlington,"(39.3287500000, -76.6653500000)",1
11/10/2016,16:15:00,6J,200 S HIGH ST,LARCENY,I,,211,SOUTHEASTERN,Little Italy,"(39.2867900000, -76.6021000000)",1
11/10/2016,16:15:00,4E,2700 E FAYETTE ST,COMMON ASSAULT,O,HANDS,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2945200000, -76.5787400000)",1
11/10/2016,16:15:00,4E,2700 E FAYETTE ST,COMMON ASSAULT,O,HANDS,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2945200000, -76.5787400000)",1
11/10/2016,17:00:00,5A,4100 HYDEN CT,BURGLARY,I,,913,SOUTHERN,Brooklyn,"(39.2290400000, -76.5974400000)",1
11/10/2016,17:00:00,6D,1100 S CHARLES ST,LARCENY FROM AUTO,O,,942,SOUTHERN,Federal Hill,"(39.2762900000, -76.6143600000)",1
11/10/2016,17:30:00,5D,600 S CHARLES ST,BURGLARY,I,,941,SOUTHERN,Otterbein,"(39.2819600000, -76.6147600000)",1
11/10/2016,18:00:00,7A,3300 SPAULDING AVE,AUTO THEFT,O,,614,NORTHWESTERN,Central Park Heights,"(39.3474700000, -76.6761700000)",1
11/10/2016,18:00:00,3JF,LAFAYETTE AV & WHEELER AV,ROBBERY - RESIDENCE,I,FIREARM,723,WESTERN,Bridgeview/Greenlawn,"(39.2984800000, -76.6550000000)",1
11/10/2016,18:15:00,4A,300 W MONUMENT ST,AGG. ASSAULT,O,FIREARM,142,CENTRAL,Mount Vernon,"(39.2973100000, -76.6206000000)",1
11/10/2016,18:15:00,4E,4100 KATHLAND AVE,COMMON ASSAULT,I,HANDS,621,NORTHWESTERN,Central Forest Park,"(39.3251300000, -76.6882100000)",1
11/10/2016,18:15:00,4D,2400 E MONUMENT ST,AGG. ASSAULT,O,HANDS,221,EASTERN,McElderry Park,"(39.2987800000, -76.5832100000)",1
11/10/2016,18:30:00,5A,3400 OLD YORK RD,BURGLARY,I,,543,NORTHERN,Waverly,"(39.3301300000, -76.6082900000)",1
11/10/2016,18:30:00,4E,2600 E BIDDLE ST,COMMON ASSAULT,I,HANDS,323,EASTERN,Biddle Street,"(39.3048200000, -76.5801700000)",1
11/10/2016,19:00:00,7A,ST & S MONROE ST,AUTO THEFT,O,,934,SOUTHERN,Carrollton Ridge,"(39.2810100000, -76.6465200000)",1
11/10/2016,19:00:00,6J,700 N PATTERSON PARK AVE,LARCENY,O,,321,EASTERN,Middle East,"(39.2993300000, -76.5852000000)",1
11/10/2016,19:20:00,3AF,2500 OAKLEY AVE,ROBBERY - STREET,O,FIREARM,532,NORTHERN,Cylburn,"(39.3490600000, -76.6598100000)",1
11/10/2016,19:20:00,3AF,2500 OAKLEY AVE,ROBBERY - STREET,O,FIREARM,532,NORTHERN,Cylburn,"(39.3490600000, -76.6598100000)",1
11/10/2016,19:24:00,4B,2000 MARYLAND AVE,AGG. ASSAULT,I,KNIFE,514,NORTHERN,Charles North,"(39.3124600000, -76.6180300000)",1
11/10/2016,19:30:00,5A,300 N ROBINSON ST,BURGLARY,I,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2959500000, -76.5729400000)",1
11/10/2016,19:30:00,3AF,4800 YELLOWWOOD AVE,ROBBERY - STREET,O,FIREARM,533,NORTHERN,Coldspring,"(39.3470700000, -76.6581700000)",1
11/10/2016,19:30:00,3AF,4800 YELLOWWOOD AVE,ROBBERY - STREET,O,FIREARM,533,NORTHERN,Coldspring,"(39.3470700000, -76.6581700000)",1
11/10/2016,19:45:00,6D,1100 COVINGTON ST,LARCENY FROM AUTO,O,,943,SOUTHERN,Riverside,"(39.2771000000, -76.6070100000)",1
11/10/2016,20:00:00,6D,2800 GREENMOUNT AVE,LARCENY FROM AUTO,O,,513,NORTHERN,Better Waverly,"(39.3235100000, -76.6094000000)",1
11/10/2016,20:00:00,7A,2200 WALBROOK AVE,AUTO THEFT,O,,731,WESTERN,Mondawmin,"(39.3107200000, -76.6531000000)",1
11/10/2016,20:00:00,6D,800 W WEST ST,LARCENY FROM AUTO,I,,932,SOUTHERN,Washington Village/Pigtown,"(39.2785600000, -76.6275900000)",1
11/10/2016,20:08:00,5A,1300 HOLLINS ST,BURGLARY,I,,933,SOUTHERN,Union Square,"(39.2875600000, -76.6383800000)",1
11/10/2016,20:15:00,5A,4900 QUEENSBERRY AVE,BURGLARY,I,,614,NORTHWESTERN,Central Park Heights,"(39.3483300000, -76.6705700000)",1
11/10/2016,20:20:00,4E,4800 FRANKFORD AVE,COMMON ASSAULT,I,HANDS,444,NORTHEASTERN,Frankford,"(39.3321900000, -76.5448600000)",1
11/10/2016,20:30:00,3AJF,2000 WOODBOURNE AVE,ROBBERY - CARJACKING,O,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3553500000, -76.5738000000)",1
11/10/2016,20:45:00,6C,3500 BOSTON ST,LARCENY,I,,232,SOUTHEASTERN,Canton,"(39.2771900000, -76.5673200000)",1
11/10/2016,21:00:00,6J,3900 E PRATT ST,LARCENY,O,,231,SOUTHEASTERN,Highlandtown,"(39.2903600000, -76.5642400000)",1
11/10/2016,21:28:00,4E,600 MAUDE AVE,COMMON ASSAULT,I,HANDS,913,SOUTHERN,Brooklyn,"(39.2382400000, -76.6006900000)",1
11/10/2016,21:30:00,6D,3100 E FAYETTE ST,LARCENY FROM AUTO,O,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2947900000, -76.5731000000)",1
11/10/2016,21:45:00,6D,100 W MADISON ST,LARCENY FROM AUTO,O,,142,CENTRAL,Mount Vernon,"(39.2985600000, -76.6172000000)",1
11/10/2016,22:00:00,6E,1800 W LAFAYETTE AVE,LARCENY,O,,743,WESTERN,Sandtown-Winchester,"(39.2987900000, -76.6469000000)",1
11/10/2016,22:30:00,7A,3600 S HANOVER ST,AUTO THEFT,O,,913,SOUTHERN,Brooklyn,"(39.2381500000, -76.6097700000)",1
11/10/2016,22:30:00,7A,2300 ROUND RD,AUTO THEFT,O,,922,SOUTHERN,Cherry Hill,"(39.2533600000, -76.6264100000)",1
11/10/2016,23:00:00,6J,3800 E PRATT ST,LARCENY,O,,223,SOUTHEASTERN,Baltimore Highlands,"(39.2903900000, -76.5648400000)",1
11/10/2016,23:00:00,3B,400 N CHARLES ST,ROBBERY - STREET,O,,111,CENTRAL,Downtown,"(39.2942100000, -76.6155000000)",1
11/10/2016,23:00:00,7A,1000 E NORTH AVE,AUTO THEFT,O,,342,EASTERN,East Baltimore Midway,"(39.3116900000, -76.6049400000)",1
11/10/2016,23:01:00,6D,3000 REMINGTON AVE,LARCENY FROM AUTO,O,,511,NORTHERN,Remington,"(39.3232500000, -76.6230000000)",1
11/10/2016,23:10:00,3AF,RD & E BELVEDERE AV,ROBBERY - STREET,O,FIREARM,415,NORTHEASTERN,Loch Raven,"(39.3577600000, -76.5821500000)",1
11/10/2016,23:35:00,6D,700 N COLLINGTON AVE,LARCENY FROM AUTO,O,,321,EASTERN,Middle East,"(39.2992300000, -76.5867300000)",1
11/10/2016,23:45:00,6E,400 W PRATT ST,LARCENY,I,,113,CENTRAL,Downtown West,"(39.2862300000, -76.6209200000)",1
11/09/2016,00:00:00,6D,2000 GIRARD AVE,LARCENY FROM AUTO,O,,533,NORTHERN,Woodberry,"(39.3330900000, -76.6477700000)",1
11/09/2016,00:00:00,7A,100 S BEECHFIELD AVE,AUTO THEFT,O,,822,SOUTHWESTERN,Irvington,"(39.2825000000, -76.6930100000)",1
11/09/2016,00:01:00,7A,300 E COLD SPRING LN,AUTO THEFT,O,,521,NORTHERN,Kernewood,"(39.3460200000, -76.6136000000)",1
11/09/2016,01:00:00,4E,1600 RUXTON AVE,COMMON ASSAULT,I,HANDS,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3067700000, -76.6549000000)",1
11/09/2016,01:00:00,3AO,1600 W MOUNT ROYAL AVE,ROBBERY - STREET,O,OTHER,132,CENTRAL,Bolton Hill,"(39.3101000000, -76.6240400000)",1
11/09/2016,01:01:00,4E,2800 WOODBROOK AVE,COMMON ASSAULT,I,HANDS,732,WESTERN,Parkview/Woodbrook,"(39.3146100000, -76.6464800000)",1
11/09/2016,01:12:00,6E,3100 CHELSEA TER,LARCENY,O,,642,NORTHWESTERN,Concerned Citizens Of Forest Park,"(39.3234000000, -76.6831000000)",1
11/09/2016,01:12:00,4A,1700 N MILTON AVE,AGG. ASSAULT,I,FIREARM,331,EASTERN,Broadway East,"(39.3102300000, -76.5829900000)",1
11/09/2016,01:30:00,4B,300 N EUTAW ST,AGG. ASSAULT,O,KNIFE,111,CENTRAL,Downtown,"(39.2929800000, -76.6211900000)",1
11/09/2016,01:40:00,5D,1000 W PATAPSCO AVE,BURGLARY,I,,922,SOUTHERN,Cherry Hill,"(39.2466100000, -76.6358400000)",1
11/09/2016,0121,9S,1700 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,Broadway East,"(39.3102300000, -76.5829900000)",1
11/09/2016,02:11:00,6C,4500 ERDMAN AVE,LARCENY,I,,333,NORTHEASTERN,Orangeville Industrial Area,"(39.3096600000, -76.5633000000)",1
11/09/2016,02:30:00,7A,1200 ASHBURTON ST,AUTO THEFT,O,,814,SOUTHWESTERN,Winchester,"(39.3019200000, -76.6618500000)",1
11/09/2016,02:39:00,4E,1400 BLOOMFIELD AVE,COMMON ASSAULT,I,HANDS,832,SOUTHWESTERN,Violetville,"(39.2615700000, -76.6665700000)",1
11/09/2016,03:15:00,7A,1100 E NORTH AVE,AUTO THEFT,O,,342,EASTERN,East Baltimore Midway,"(39.3117400000, -76.6039600000)",1
11/09/2016,04:05:00,5A,3100 BANCROFT RD,BURGLARY,I,,632,NORTHWESTERN,Cross Country,"(39.3672500000, -76.6947500000)",1
11/09/2016,04:20:00,4E,1000 BETHUNE RD,COMMON ASSAULT,I,HANDS,922,SOUTHERN,Cherry Hill,"(39.2434400000, -76.6264100000)",1
11/09/2016,05:18:00,5A,500 N EAST AVE,BURGLARY,I,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2976400000, -76.5721300000)",1
11/09/2016,05:30:00,7A,3900 DUVALL AVE,AUTO THEFT,O,,641,NORTHWESTERN,Windsor Hills,"(39.3192200000, -76.6848800000)",1
11/09/2016,05:30:00,4E,300 SAINT PAUL PL,COMMON ASSAULT,I,HANDS,111,CENTRAL,Downtown,"(39.2937600000, -76.6136000000)",1
11/09/2016,06:00:00,5A,600 N HILTON ST,BURGLARY,I,,844,SOUTHWESTERN,Edgewood,"(39.2946600000, -76.6728000000)",1
11/09/2016,07:00:00,5B,1100 MYRTLE AVE,BURGLARY,I,,123,CENTRAL,Upton,"(39.2977300000, -76.6310700000)",1
11/09/2016,07:00:00,5A,700 NEWINGTON AVE,BURGLARY,I,,133,CENTRAL,Reservoir Hill,"(39.3136300000, -76.6299600000)",1
11/09/2016,07:20:00,5A,2100 MAISEL ST,BURGLARY,I,,921,SOUTHERN,Saint Paul,"(39.2672400000, -76.6444500000)",1
11/09/2016,07:30:00,5A,500 WASHBURN AVE,BURGLARY,I,,913,SOUTHERN,Brooklyn,"(39.2344900000, -76.6043500000)",1
11/09/2016,07:30:00,4E,2400 BRIDGEHAMPTON DR,COMMON ASSAULT,I,HANDS,423,NORTHEASTERN,Hamilton Hills,"(39.3708600000, -76.5649400000)",1
11/09/2016,07:30:00,5B,700 DRUID PARK LAKE DR,BURGLARY,I,,133,CENTRAL,Reservoir Hill,"(39.3166300000, -76.6324200000)",1
11/09/2016,07:30:00,6G,0 S CALHOUN ST,LARCENY,I,,933,SOUTHERN,Union Square,"(39.2871900000, -76.6394500000)",1
11/09/2016,07:50:00,5A,2100 LOUISE AVE,BURGLARY,I,,423,NORTHEASTERN,Hamilton Hills,"(39.3631800000, -76.5717000000)",1
11/09/2016,08:15:00,5A,100 E WELLS ST,BURGLARY,I,,943,SOUTHERN,Riverside,"(39.2684500000, -76.6118200000)",1
11/09/2016,08:17:00,5B,1600 CYPRESS ST,BURGLARY,I,,911,SOUTHERN,Curtis Bay,"(39.2237800000, -76.5872500000)",1
11/09/2016,08:40:00,3D,2400 N CHARLES ST,ROBBERY - COMMERCIAL,I,,514,NORTHERN,Old Goucher,"(39.3164500000, -76.6168700000)",1
11/09/2016,08:46:00,6J,1800 W FAIRMOUNT AVE,LARCENY,O,,711,WESTERN,Franklin Square,"(39.2888900000, -76.6461400000)",1
11/09/2016,09:00:00,4E,1800 E LOMBARD ST,COMMON ASSAULT,I,HANDS,212,SOUTHEASTERN,Upper Fells Point,"(39.2904400000, -76.5912700000)",1
11/09/2016,09:00:00,6J,3300 BELAIR RD,LARCENY,O,,432,NORTHEASTERN,Belair-Edison,"(39.3216700000, -76.5735200000)",1
11/09/2016,09:45:00,6G,3900 GROVELAND AVE,LARCENY,I,,621,NORTHWESTERN,West Arlington,"(39.3407800000, -76.6846800000)",1
11/09/2016,09:45:00,4F,700 N LUZERNE AVE,ASSAULT BY THREAT,I,,323,EASTERN,Milton-Montford,"(39.2993100000, -76.5809400000)",1
11/09/2016,09:48:00,3AF,ANN ST & BANK ST,ROBBERY - STREET,O,FIREARM,212,SOUTHEASTERN,Upper Fells Point,"(39.2867000000, -76.5914700000)",1
11/09/2016,09:48:00,4A,ANN ST & BANK ST,AGG. ASSAULT,O,FIREARM,212,SOUTHEASTERN,Upper Fells Point,"(39.2867000000, -76.5914700000)",1
11/09/2016,10:15:00,5A,200 W 27TH ST,BURGLARY,I,,511,NORTHERN,Remington,"(39.3204900000, -76.6201000000)",1
11/09/2016,10:30:00,6C,2100 W PATAPSCO AVE,LARCENY,I,,923,SOUTHERN,Lakeland,"(39.2510700000, -76.6448700000)",1
11/09/2016,11:00:00,3JO,300 S GILMOR ST,ROBBERY - RESIDENCE,I,OTHER,935,SOUTHERN,New Southwest/Mount Clare,"(39.2834700000, -76.6420600000)",1
11/09/2016,11:30:00,6C,2200 E MONUMENT ST,LARCENY,I,,321,EASTERN,CARE,"(39.2986700000, -76.5856800000)",1
11/09/2016,11:40:00,5A,1800 N DALLAS ST,BURGLARY,I,,343,EASTERN,Oliver,"(39.3109500000, -76.5976500000)",1
11/09/2016,11:45:00,5C,1300 HOLLINS ST,BURGLARY,I,,933,SOUTHERN,Union Square,"(39.2875600000, -76.6384600000)",1
11/09/2016,11:50:00,3B,ST & EUTAW PL,ROBBERY - STREET,O,,133,CENTRAL,Reservoir Hill,"(39.3117700000, -76.6352700000)",1
11/09/2016,12:00:00,4C,200 S HIGHLAND AVE,AGG. ASSAULT,I,OTHER,231,SOUTHEASTERN,Highlandtown,"(39.2889100000, -76.5692100000)",1
11/09/2016,12:00:00,7A,7200 CHALKSTONE DR,AUTO THEFT,O,,631,NORTHWESTERN,Fallstaff,"(39.3678000000, -76.7091700000)",1
11/09/2016,12:00:00,6J,3100 E MONUMENT ST,LARCENY,O,,224,EASTERN,Ellwood Park/Monument,"(39.2991600000, -76.5733800000)",1
